date;time;type;value;unit
29/01/2015;18:54:55.042;indoor temperature;20.7;°C
29/01/2015;18:54:59.653;volatile organic compounds;0.01;ppm
29/01/2015;18:55:04.983;carbon dioxide;390;ppm
29/01/2015;18:55:51.355;indoor relative humidity;33.0;%
29/01/2015;18:56:51.447;indoor relative humidity;33.0;%
29/01/2015;18:57:50.419;indoor relative humidity;33.0;%
29/01/2015;18:57:55.259;indoor temperature;20.9;°C
29/01/2015;18:58:00.370;volatile organic compounds;0.01;ppm
29/01/2015;18:58:04.980;carbon dioxide;390;ppm
29/01/2015;18:58:50.431;indoor relative humidity;33.0;%
29/01/2015;18:59:52.565;indoor relative humidity;33.0;%
29/01/2015;19:00:51.657;indoor relative humidity;33.0;%
29/01/2015;19:00:57.047;indoor temperature;21.0;°C
29/01/2015;19:01:00.678;volatile organic compounds;0.01;ppm
29/01/2015;19:01:07.588;carbon dioxide;390;ppm
29/01/2015;19:01:50.849;indoor relative humidity;33.0;%
29/01/2015;19:02:51.152;indoor relative humidity;33.0;%
29/01/2015;19:03:50.935;indoor relative humidity;33.0;%
29/01/2015;19:03:54.775;indoor temperature;20.8;°C
29/01/2015;19:03:59.655;volatile organic compounds;0.01;ppm
29/01/2015;19:04:04.855;carbon dioxide;390;ppm
29/01/2015;19:04:52.428;indoor relative humidity;33.0;%
29/01/2015;19:05:51.441;indoor relative humidity;33.0;%
29/01/2015;19:06:51.543;indoor relative humidity;33.0;%
29/01/2015;19:06:56.443;indoor temperature;20.8;°C
29/01/2015;19:07:01.573;volatile organic compounds;0.01;ppm
29/01/2015;19:07:05.364;carbon dioxide;390;ppm
29/01/2015;19:07:50.845;indoor relative humidity;33.0;%
29/01/2015;19:08:50.758;indoor relative humidity;33.0;%
29/01/2015;19:09:50.250;indoor relative humidity;33.0;%
29/01/2015;19:09:57.180;indoor temperature;20.8;°C
29/01/2015;19:10:00.851;volatile organic compounds;0.01;ppm
29/01/2015;19:10:04.771;carbon dioxide;390;ppm
29/01/2015;19:10:49.954;indoor relative humidity;33.0;%
29/01/2015;19:11:50.736;indoor relative humidity;33.0;%
29/01/2015;19:12:51.748;indoor relative humidity;33.0;%
29/01/2015;19:12:56.459;indoor temperature;20.7;°C
29/01/2015;19:13:00.679;volatile organic compounds;0.01;ppm
29/01/2015;19:13:05.459;carbon dioxide;390;ppm
29/01/2015;19:13:50.431;indoor relative humidity;33.0;%
29/01/2015;19:14:50.643;indoor relative humidity;33.0;%
29/01/2015;19:15:49.945;indoor relative humidity;33.0;%
29/01/2015;19:15:56.156;indoor temperature;20.8;°C
29/01/2015;19:16:00.966;volatile organic compounds;0.01;ppm
29/01/2015;19:16:05.876;carbon dioxide;390;ppm
29/01/2015;19:16:51.438;indoor relative humidity;33.0;%
29/01/2015;19:17:50.450;indoor relative humidity;33.0;%
29/01/2015;19:18:52.343;indoor relative humidity;33.0;%
29/01/2015;19:18:55.863;indoor temperature;20.8;°C
29/01/2015;19:18:59.564;volatile organic compounds;0.01;ppm
29/01/2015;19:19:06.674;carbon dioxide;390;ppm
29/01/2015;19:19:52.156;indoor relative humidity;33.0;%
29/01/2015;19:20:51.649;indoor relative humidity;33.0;%
29/01/2015;19:21:50.951;indoor relative humidity;33.0;%
29/01/2015;19:21:55.771;indoor temperature;20.5;°C
29/01/2015;19:22:00.951;volatile organic compounds;0.01;ppm
29/01/2015;19:22:04.871;carbon dioxide;390;ppm
29/01/2015;19:22:49.454;indoor relative humidity;33.0;%
29/01/2015;19:23:50.266;indoor relative humidity;33.0;%
29/01/2015;19:24:49.949;indoor relative humidity;33.0;%
29/01/2015;19:24:54.949;indoor temperature;20.6;°C
29/01/2015;19:25:02.089;volatile organic compounds;0.01;ppm
29/01/2015;19:25:06.979;carbon dioxide;390;ppm
29/01/2015;19:25:50.541;indoor relative humidity;33.0;%
29/01/2015;19:26:51.064;indoor relative humidity;33.0;%
29/01/2015;19:27:51.126;indoor relative humidity;33.0;%
29/01/2015;19:27:54.766;indoor temperature;20.6;°C
29/01/2015;19:28:01.976;volatile organic compounds;0.01;ppm
29/01/2015;19:28:05.577;carbon dioxide;390;ppm
29/01/2015;19:28:50.448;indoor relative humidity;33.0;%
29/01/2015;19:29:50.641;indoor relative humidity;33.0;%
29/01/2015;19:30:52.463;indoor relative humidity;33.0;%
29/01/2015;19:30:56.653;indoor temperature;20.6;°C
29/01/2015;19:31:01.563;volatile organic compounds;0.01;ppm
29/01/2015;19:31:06.474;carbon dioxide;390;ppm
29/01/2015;19:31:52.156;indoor relative humidity;33.0;%
29/01/2015;19:32:51.159;indoor relative humidity;33.0;%
29/01/2015;19:33:49.831;indoor relative humidity;33.0;%
29/01/2015;19:33:54.571;indoor temperature;20.5;°C
29/01/2015;19:33:59.481;volatile organic compounds;0.01;ppm
29/01/2015;19:34:06.872;carbon dioxide;390;ppm
29/01/2015;19:34:52.144;indoor relative humidity;33.0;%
29/01/2015;19:35:52.037;indoor relative humidity;33.0;%
29/01/2015;19:36:50.749;indoor relative humidity;33.0;%
29/01/2015;19:36:56.459;indoor temperature;20.4;°C
29/01/2015;19:37:00.479;volatile organic compounds;0.01;ppm
29/01/2015;19:37:07.270;carbon dioxide;390;ppm
29/01/2015;19:37:50.141;indoor relative humidity;33.0;%
29/01/2015;19:38:50.664;indoor relative humidity;33.0;%
29/01/2015;19:39:51.767;indoor relative humidity;33.0;%
29/01/2015;19:39:55.567;indoor temperature;20.4;°C
29/01/2015;19:40:01.077;volatile organic compounds;0.01;ppm
29/01/2015;19:40:07.277;carbon dioxide;390;ppm
29/01/2015;19:40:50.259;indoor relative humidity;33.0;%
29/01/2015;19:41:50.931;indoor relative humidity;33.0;%
29/01/2015;19:42:50.974;indoor relative humidity;33.0;%
29/01/2015;19:42:54.764;indoor temperature;20.3;°C
29/01/2015;19:42:59.884;volatile organic compounds;0.01;ppm
29/01/2015;19:43:04.894;carbon dioxide;390;ppm
29/01/2015;19:43:50.066;indoor relative humidity;33.0;%
29/01/2015;19:44:51.978;indoor relative humidity;33.0;%
29/01/2015;19:45:51.662;indoor relative humidity;33.0;%
29/01/2015;19:45:57.372;indoor temperature;20.3;°C
29/01/2015;19:45:59.902;volatile organic compounds;0.01;ppm
29/01/2015;19:46:05.303;carbon dioxide;390;ppm
29/01/2015;19:46:52.166;indoor relative humidity;33.0;%
29/01/2015;19:47:51.878;indoor relative humidity;33.0;%
29/01/2015;19:48:50.570;indoor relative humidity;33.0;%
29/01/2015;19:48:55.280;indoor temperature;20.4;°C
29/01/2015;19:49:00.091;volatile organic compounds;0.0;ppm
29/01/2015;19:49:06.301;carbon dioxide;390;ppm
29/01/2015;19:49:51.863;indoor relative humidity;33.0;%
29/01/2015;19:50:49.655;indoor relative humidity;33.0;%
29/01/2015;19:51:50.767;indoor relative humidity;33.0;%
29/01/2015;19:51:57.168;indoor temperature;20.3;°C
29/01/2015;19:52:00.078;volatile organic compounds;0.01;ppm
29/01/2015;19:52:05.278;carbon dioxide;390;ppm
29/01/2015;19:52:51.990;indoor relative humidity;33.0;%
29/01/2015;19:53:49.962;indoor relative humidity;33.0;%
29/01/2015;19:54:49.965;indoor relative humidity;33.0;%
29/01/2015;19:54:57.255;indoor temperature;20.3;°C
29/01/2015;19:55:02.175;volatile organic compounds;0.0;ppm
29/01/2015;19:55:05.805;carbon dioxide;390;ppm
29/01/2015;19:55:50.757;indoor relative humidity;33.0;%
29/01/2015;19:56:50.659;indoor relative humidity;33.0;%
29/01/2015;19:57:49.661;indoor relative humidity;33.0;%
29/01/2015;19:57:54.472;indoor temperature;20.3;°C
29/01/2015;19:58:02.602;volatile organic compounds;0.0;ppm
29/01/2015;19:58:05.082;carbon dioxide;390;ppm
29/01/2015;19:58:51.055;indoor relative humidity;33.0;%
29/01/2015;19:59:50.878;indoor relative humidity;33.0;%
29/01/2015;20:00:50.571;indoor relative humidity;33.0;%
29/01/2015;20:00:57.581;indoor temperature;20.1;°C
29/01/2015;20:01:02.571;volatile organic compounds;0.0;ppm
29/01/2015;20:01:05.211;carbon dioxide;390;ppm
29/01/2015;20:01:50.563;indoor relative humidity;33.0;%
29/01/2015;20:02:50.875;indoor relative humidity;33.0;%
29/01/2015;20:03:51.548;indoor relative humidity;33.0;%
29/01/2015;20:03:57.068;indoor temperature;20.3;°C
29/01/2015;20:04:00.608;volatile organic compounds;0.0;ppm
29/01/2015;20:04:04.798;carbon dioxide;390;ppm
29/01/2015;20:04:50.080;indoor relative humidity;33.0;%
29/01/2015;20:05:50.763;indoor relative humidity;33.0;%
29/01/2015;20:06:52.285;indoor relative humidity;33.0;%
29/01/2015;20:06:55.695;indoor temperature;20.3;°C
29/01/2015;20:07:01.085;volatile organic compounds;0.0;ppm
29/01/2015;20:07:06.796;carbon dioxide;390;ppm
29/01/2015;20:07:50.767;indoor relative humidity;33.0;%
29/01/2015;20:08:51.480;indoor relative humidity;33.0;%
29/01/2015;20:09:51.982;indoor relative humidity;33.0;%
29/01/2015;20:09:55.792;indoor temperature;20.3;°C
29/01/2015;20:10:01.592;volatile organic compounds;0.01;ppm
29/01/2015;20:10:06.713;carbon dioxide;390;ppm
29/01/2015;20:10:52.585;indoor relative humidity;33.0;%
29/01/2015;20:11:49.478;indoor relative humidity;33.0;%
29/01/2015;20:12:52.460;indoor relative humidity;33.0;%
29/01/2015;20:12:57.370;indoor temperature;20.2;°C
29/01/2015;20:13:02.190;volatile organic compounds;0.01;ppm
29/01/2015;20:13:07.401;carbon dioxide;390;ppm
29/01/2015;20:13:52.562;indoor relative humidity;33.0;%
29/01/2015;20:14:49.465;indoor relative humidity;33.0;%
29/01/2015;20:15:49.757;indoor relative humidity;33.0;%
29/01/2015;20:15:55.677;indoor temperature;20.3;°C
29/01/2015;20:15:59.697;volatile organic compounds;0.0;ppm
29/01/2015;20:16:05.298;carbon dioxide;390;ppm
29/01/2015;20:16:49.479;indoor relative humidity;33.0;%
29/01/2015;20:17:50.282;indoor relative humidity;33.0;%
29/01/2015;20:18:50.354;indoor relative humidity;33.0;%
29/01/2015;20:18:55.904;indoor temperature;20.3;°C
29/01/2015;20:19:01.714;volatile organic compounds;0.0;ppm
29/01/2015;20:19:06.015;carbon dioxide;390;ppm
29/01/2015;20:19:49.956;indoor relative humidity;33.0;%
29/01/2015;20:20:50.879;indoor relative humidity;33.0;%
29/01/2015;20:21:52.191;indoor relative humidity;33.0;%
29/01/2015;20:21:57.581;indoor temperature;20.1;°C
29/01/2015;20:22:01.881;volatile organic compounds;0.0;ppm
29/01/2015;20:22:07.393;carbon dioxide;390;ppm
29/01/2015;20:22:50.854;indoor relative humidity;33.0;%
29/01/2015;20:23:50.487;indoor relative humidity;33.0;%
29/01/2015;20:24:52.369;indoor relative humidity;33.0;%
29/01/2015;20:24:56.699;indoor temperature;20.1;°C
29/01/2015;20:25:02.189;volatile organic compounds;0.0;ppm
29/01/2015;20:25:05.089;carbon dioxide;390;ppm
29/01/2015;20:25:51.881;indoor relative humidity;33.0;%
29/01/2015;20:26:52.585;indoor relative humidity;33.0;%
29/01/2015;20:27:50.658;indoor relative humidity;33.0;%
29/01/2015;20:27:55.488;indoor temperature;20.1;°C
29/01/2015;20:28:01.198;volatile organic compounds;0.0;ppm
29/01/2015;20:28:07.308;carbon dioxide;390;ppm
29/01/2015;20:28:49.570;indoor relative humidity;33.0;%
29/01/2015;20:29:52.172;indoor relative humidity;33.0;%
29/01/2015;20:30:51.165;indoor relative humidity;33.0;%
29/01/2015;20:30:57.185;indoor temperature;20.2;°C
29/01/2015;20:31:01.195;volatile organic compounds;0.0;ppm
29/01/2015;20:31:06.795;carbon dioxide;390;ppm
29/01/2015;20:31:50.677;indoor relative humidity;33.0;%
29/01/2015;20:32:51.980;indoor relative humidity;33.0;%
29/01/2015;20:33:51.662;indoor relative humidity;33.0;%
29/01/2015;20:33:54.482;indoor temperature;20.1;°C
29/01/2015;20:34:01.613;volatile organic compounds;0.0;ppm
29/01/2015;20:34:04.513;carbon dioxide;390;ppm
29/01/2015;20:34:51.385;indoor relative humidity;33.0;%
29/01/2015;20:35:52.477;indoor relative humidity;33.0;%
29/01/2015;20:36:51.680;indoor relative humidity;33.0;%
29/01/2015;20:36:57.410;indoor temperature;20.0;°C
29/01/2015;20:37:00.300;volatile organic compounds;0.0;ppm
29/01/2015;20:37:05.900;carbon dioxide;390;ppm
29/01/2015;20:37:51.972;indoor relative humidity;33.0;%
29/01/2015;20:38:52.584;indoor relative humidity;33.0;%
29/01/2015;20:39:49.876;indoor relative humidity;33.0;%
29/01/2015;20:39:55.797;indoor temperature;20.1;°C
29/01/2015;20:40:01.397;volatile organic compounds;0.0;ppm
29/01/2015;20:40:06.987;carbon dioxide;390;ppm
29/01/2015;20:40:52.070;indoor relative humidity;32.0;%
29/01/2015;20:41:51.242;indoor relative humidity;32.0;%
29/01/2015;20:42:52.064;indoor relative humidity;32.0;%
29/01/2015;20:42:57.494;indoor temperature;20.0;°C
29/01/2015;20:42:59.794;volatile organic compounds;0.0;ppm
29/01/2015;20:43:07.215;carbon dioxide;390;ppm
29/01/2015;20:43:51.266;indoor relative humidity;32.0;%
29/01/2015;20:44:51.369;indoor relative humidity;32.0;%
29/01/2015;20:45:52.382;indoor relative humidity;32.0;%
29/01/2015;20:45:56.902;indoor temperature;20.0;°C
29/01/2015;20:46:00.322;volatile organic compounds;0.0;ppm
29/01/2015;20:46:06.132;carbon dioxide;390;ppm
29/01/2015;20:46:51.384;indoor relative humidity;32.0;%
29/01/2015;20:47:49.597;indoor relative humidity;32.0;%
29/01/2015;20:48:52.179;indoor relative humidity;32.0;%
29/01/2015;20:48:54.479;indoor temperature;20.0;°C
29/01/2015;20:49:01.009;volatile organic compounds;0.0;ppm
29/01/2015;20:49:06.700;carbon dioxide;390;ppm
29/01/2015;20:49:51.381;indoor relative humidity;32.0;%
29/01/2015;20:50:52.384;indoor relative humidity;32.0;%
29/01/2015;20:51:51.686;indoor relative humidity;32.0;%
29/01/2015;20:51:57.086;indoor temperature;20.0;°C
29/01/2015;20:51:59.926;volatile organic compounds;0.0;ppm
29/01/2015;20:52:05.427;carbon dioxide;390;ppm
29/01/2015;20:52:51.578;indoor relative humidity;32.0;%
29/01/2015;20:53:51.371;indoor relative humidity;32.0;%
29/01/2015;20:54:50.193;indoor relative humidity;32.0;%
29/01/2015;20:54:54.503;indoor temperature;19.9;°C
29/01/2015;20:55:02.533;volatile organic compounds;0.0;ppm
29/01/2015;20:55:07.614;carbon dioxide;390;ppm
29/01/2015;20:55:50.985;indoor relative humidity;32.0;%
29/01/2015;20:56:50.268;indoor relative humidity;32.0;%
29/01/2015;20:57:52.591;indoor relative humidity;32.0;%
29/01/2015;20:57:54.591;indoor temperature;19.9;°C
29/01/2015;20:58:00.402;volatile organic compounds;0.0;ppm
29/01/2015;20:58:05.822;carbon dioxide;390;ppm
29/01/2015;20:58:51.574;indoor relative humidity;32.0;%
29/01/2015;20:59:51.186;indoor relative humidity;32.0;%
29/01/2015;21:00:50.288;indoor relative humidity;32.0;%
29/01/2015;21:00:54.808;indoor temperature;19.9;°C
29/01/2015;21:01:00.709;volatile organic compounds;0.0;ppm
29/01/2015;21:01:06.209;carbon dioxide;390;ppm
29/01/2015;21:01:49.880;indoor relative humidity;32.0;%
29/01/2015;21:02:51.683;indoor relative humidity;32.0;%
29/01/2015;21:03:51.775;indoor relative humidity;32.0;%
29/01/2015;21:03:57.205;indoor temperature;20.0;°C
29/01/2015;21:04:01.095;volatile organic compounds;0.0;ppm
29/01/2015;21:04:07.206;carbon dioxide;390;ppm
29/01/2015;21:04:49.977;indoor relative humidity;32.0;%
29/01/2015;21:05:51.180;indoor relative humidity;32.0;%
29/01/2015;21:06:51.792;indoor relative humidity;32.0;%
29/01/2015;21:06:55.683;indoor temperature;19.9;°C
29/01/2015;21:07:01.623;volatile organic compounds;0.0;ppm
29/01/2015;21:07:07.124;carbon dioxide;390;ppm
29/01/2015;21:07:49.765;indoor relative humidity;32.0;%
29/01/2015;21:08:51.379;indoor relative humidity;32.0;%
29/01/2015;21:09:50.483;indoor relative humidity;32.0;%
29/01/2015;21:09:56.213;indoor temperature;19.9;°C
29/01/2015;21:10:01.713;volatile organic compounds;0.0;ppm
29/01/2015;21:10:07.413;carbon dioxide;390;ppm
29/01/2015;21:10:51.065;indoor relative humidity;32.0;%
29/01/2015;21:11:49.787;indoor relative humidity;32.0;%
29/01/2015;21:12:51.399;indoor relative humidity;32.0;%
29/01/2015;21:12:56.390;indoor temperature;19.8;°C
29/01/2015;21:13:02.290;volatile organic compounds;0.0;ppm
29/01/2015;21:13:04.800;carbon dioxide;390;ppm
29/01/2015;21:13:51.502;indoor relative humidity;32.0;%
29/01/2015;21:14:52.284;indoor relative humidity;32.0;%
29/01/2015;21:15:50.186;indoor relative humidity;32.0;%
29/01/2015;21:15:55.376;indoor temperature;19.9;°C
29/01/2015;21:16:01.397;volatile organic compounds;0.0;ppm
29/01/2015;21:16:07.027;carbon dioxide;390;ppm
29/01/2015;21:16:49.679;indoor relative humidity;32.0;%
29/01/2015;21:17:49.491;indoor relative humidity;32.0;%
29/01/2015;21:18:50.394;indoor relative humidity;32.0;%
29/01/2015;21:18:55.894;indoor temperature;19.9;°C
29/01/2015;21:19:01.314;volatile organic compounds;0.0;ppm
29/01/2015;21:19:05.814;carbon dioxide;390;ppm
29/01/2015;21:19:52.076;indoor relative humidity;32.0;%
29/01/2015;21:20:52.479;indoor relative humidity;32.0;%
29/01/2015;21:21:51.302;indoor relative humidity;32.0;%
29/01/2015;21:21:56.602;indoor temperature;19.9;°C
29/01/2015;21:22:02.613;volatile organic compounds;0.0;ppm
29/01/2015;21:22:04.913;carbon dioxide;390;ppm
29/01/2015;21:22:49.484;indoor relative humidity;32.0;%
29/01/2015;21:23:49.797;indoor relative humidity;32.0;%
29/01/2015;21:24:50.279;indoor relative humidity;32.0;%
29/01/2015;21:24:55.399;indoor temperature;19.8;°C
29/01/2015;21:25:01.600;volatile organic compounds;0.0;ppm
29/01/2015;21:25:06.040;carbon dioxide;390;ppm
29/01/2015;21:25:52.092;indoor relative humidity;32.0;%
29/01/2015;21:26:52.094;indoor relative humidity;32.0;%
29/01/2015;21:27:52.387;indoor relative humidity;32.0;%
29/01/2015;21:27:54.897;indoor temperature;19.9;°C
29/01/2015;21:28:02.197;volatile organic compounds;0.0;ppm
29/01/2015;21:28:05.137;carbon dioxide;390;ppm
29/01/2015;21:28:52.189;indoor relative humidity;32.0;%
29/01/2015;21:29:52.501;indoor relative humidity;32.0;%
29/01/2015;21:30:51.384;indoor relative humidity;32.0;%
29/01/2015;21:30:56.714;indoor temperature;19.9;°C
29/01/2015;21:31:02.614;volatile organic compounds;0.0;ppm
29/01/2015;21:31:06.434;carbon dioxide;390;ppm
29/01/2015;21:31:49.596;indoor relative humidity;32.0;%
29/01/2015;21:32:50.518;indoor relative humidity;32.0;%
29/01/2015;21:33:52.412;indoor relative humidity;32.0;%
29/01/2015;21:33:57.412;indoor temperature;19.9;°C
29/01/2015;21:34:00.922;volatile organic compounds;0.0;ppm
29/01/2015;21:34:04.632;carbon dioxide;390;ppm
29/01/2015;21:34:50.384;indoor relative humidity;32.0;%
29/01/2015;21:35:50.577;indoor relative humidity;32.0;%
29/01/2015;21:36:50.600;indoor relative humidity;32.0;%
29/01/2015;21:36:56.200;indoor temperature;19.8;°C
29/01/2015;21:37:02.320;volatile organic compounds;0.0;ppm
29/01/2015;21:37:06.310;carbon dioxide;390;ppm
29/01/2015;21:37:52.592;indoor relative humidity;32.0;%
29/01/2015;21:38:51.104;indoor relative humidity;32.0;%
29/01/2015;21:39:51.077;indoor relative humidity;32.0;%
29/01/2015;21:39:54.787;indoor temperature;19.9;°C
29/01/2015;21:39:59.697;volatile organic compounds;0.0;ppm
29/01/2015;21:40:04.737;carbon dioxide;390;ppm
29/01/2015;21:40:50.109;indoor relative humidity;32.0;%
29/01/2015;21:41:50.691;indoor relative humidity;32.0;%
29/01/2015;21:42:51.004;indoor relative humidity;32.0;%
29/01/2015;21:42:56.424;indoor temperature;19.9;°C
29/01/2015;21:43:01.924;volatile organic compounds;0.0;ppm
29/01/2015;21:43:06.424;carbon dioxide;390;ppm
29/01/2015;21:43:51.696;indoor relative humidity;32.0;%
29/01/2015;21:44:51.078;indoor relative humidity;31.0;%
29/01/2015;21:45:52.372;indoor relative humidity;31.0;%
29/01/2015;21:45:57.412;indoor temperature;19.8;°C
29/01/2015;21:45:59.812;volatile organic compounds;0.0;ppm
29/01/2015;21:46:04.923;carbon dioxide;390;ppm
29/01/2015;21:46:49.794;indoor relative humidity;31.0;%
29/01/2015;21:47:50.888;indoor relative humidity;31.0;%
29/01/2015;21:48:50.300;indoor relative humidity;31.0;%
29/01/2015;21:48:54.900;indoor temperature;19.8;°C
29/01/2015;21:49:00.331;volatile organic compounds;0.0;ppm
29/01/2015;21:49:06.341;carbon dioxide;390;ppm
29/01/2015;21:49:50.012;indoor relative humidity;31.0;%
29/01/2015;21:50:52.595;indoor relative humidity;31.0;%
29/01/2015;21:51:51.477;indoor relative humidity;31.0;%
29/01/2015;21:51:57.587;indoor temperature;19.8;°C
29/01/2015;21:51:59.637;volatile organic compounds;0.0;ppm
29/01/2015;21:52:05.018;carbon dioxide;390;ppm
29/01/2015;21:52:49.610;indoor relative humidity;31.0;%
29/01/2015;21:53:52.293;indoor relative humidity;31.0;%
29/01/2015;21:54:50.505;indoor relative humidity;31.0;%
29/01/2015;21:54:56.516;indoor temperature;19.8;°C
29/01/2015;21:55:02.326;volatile organic compounds;0.0;ppm
29/01/2015;21:55:04.936;carbon dioxide;390;ppm
29/01/2015;21:55:51.198;indoor relative humidity;31.0;%
29/01/2015;21:56:51.300;indoor relative humidity;31.0;%
29/01/2015;21:57:50.713;indoor relative humidity;31.0;%
29/01/2015;21:57:57.594;indoor temperature;19.8;°C
29/01/2015;21:58:00.024;volatile organic compounds;0.0;ppm
29/01/2015;21:58:05.914;carbon dioxide;390;ppm
29/01/2015;21:58:50.606;indoor relative humidity;31.0;%
29/01/2015;21:59:52.498;indoor relative humidity;31.0;%
29/01/2015;22:00:52.090;indoor relative humidity;31.0;%
29/01/2015;22:00:54.710;indoor temperature;19.7;°C
29/01/2015;22:00:59.931;volatile organic compounds;0.0;ppm
29/01/2015;22:01:07.032;carbon dioxide;390;ppm
29/01/2015;22:01:52.194;indoor relative humidity;31.0;%
29/01/2015;22:02:51.296;indoor relative humidity;31.0;%
29/01/2015;22:03:49.688;indoor relative humidity;31.0;%
29/01/2015;22:03:55.708;indoor temperature;19.9;°C
29/01/2015;22:04:01.509;volatile organic compounds;0.0;ppm
29/01/2015;22:04:04.629;carbon dioxide;390;ppm
29/01/2015;22:04:49.791;indoor relative humidity;31.0;%
29/01/2015;22:05:52.293;indoor relative humidity;31.0;%
29/01/2015;22:06:51.915;indoor relative humidity;31.0;%
29/01/2015;22:06:58.716;indoor temperature;19.8;°C
29/01/2015;22:07:01.436;volatile organic compounds;0.0;ppm
29/01/2015;22:07:06.726;carbon dioxide;390;ppm
29/01/2015;22:07:53.098;indoor relative humidity;31.0;%
29/01/2015;22:08:52.290;indoor relative humidity;31.0;%
29/01/2015;22:09:51.294;indoor relative humidity;31.0;%
29/01/2015;22:09:56.924;indoor temperature;19.8;°C
29/01/2015;22:10:02.344;volatile organic compounds;0.0;ppm
29/01/2015;22:10:08.234;carbon dioxide;390;ppm
29/01/2015;22:10:52.796;indoor relative humidity;31.0;%
29/01/2015;22:11:52.808;indoor relative humidity;31.0;%
29/01/2015;22:12:53.211;indoor relative humidity;31.0;%
29/01/2015;22:12:56.411;indoor temperature;19.8;°C
29/01/2015;22:13:02.521;volatile organic compounds;0.0;ppm
29/01/2015;22:13:08.021;carbon dioxide;390;ppm
29/01/2015;22:13:51.713;indoor relative humidity;31.0;%
29/01/2015;22:14:53.396;indoor relative humidity;31.0;%
29/01/2015;22:15:53.288;indoor relative humidity;31.0;%
29/01/2015;22:15:56.828;indoor temperature;19.7;°C
29/01/2015;22:16:02.938;volatile organic compounds;0.0;ppm
29/01/2015;22:16:07.418;carbon dioxide;390;ppm
29/01/2015;22:16:53.390;indoor relative humidity;31.0;%
29/01/2015;22:17:52.593;indoor relative humidity;31.0;%
29/01/2015;22:18:52.525;indoor relative humidity;31.0;%
29/01/2015;22:18:58.025;indoor temperature;19.8;°C
29/01/2015;22:19:01.915;volatile organic compounds;0.0;ppm
29/01/2015;22:19:07.926;carbon dioxide;390;ppm
29/01/2015;22:19:51.117;indoor relative humidity;31.0;%
29/01/2015;22:20:53.620;indoor relative humidity;31.0;%
29/01/2015;22:21:53.415;indoor relative humidity;31.0;%
29/01/2015;22:21:58.825;indoor temperature;19.8;°C
29/01/2015;22:22:01.816;volatile organic compounds;0.0;ppm
29/01/2015;22:22:07.336;carbon dioxide;390;ppm
29/01/2015;22:22:51.508;indoor relative humidity;31.0;%
29/01/2015;22:23:51.810;indoor relative humidity;31.0;%
29/01/2015;22:24:52.413;indoor relative humidity;31.0;%
29/01/2015;22:24:58.223;indoor temperature;19.7;°C
29/01/2015;22:25:03.533;volatile organic compounds;0.0;ppm
29/01/2015;22:25:07.833;carbon dioxide;390;ppm
29/01/2015;22:25:51.315;indoor relative humidity;31.0;%
29/01/2015;22:26:53.607;indoor relative humidity;31.0;%
29/01/2015;22:27:53.021;indoor relative humidity;31.0;%
29/01/2015;22:27:56.221;indoor temperature;19.8;°C
29/01/2015;22:28:01.741;volatile organic compounds;0.0;ppm
29/01/2015;22:28:06.861;carbon dioxide;390;ppm
29/01/2015;22:28:52.613;indoor relative humidity;31.0;%
29/01/2015;22:29:52.425;indoor relative humidity;31.0;%
29/01/2015;22:30:52.988;indoor relative humidity;31.0;%
29/01/2015;22:30:55.798;indoor temperature;19.8;°C
29/01/2015;22:31:01.438;volatile organic compounds;0.0;ppm
29/01/2015;22:31:08.348;carbon dioxide;390;ppm
29/01/2015;22:31:52.110;indoor relative humidity;31.0;%
29/01/2015;22:32:51.733;indoor relative humidity;31.0;%
29/01/2015;22:33:51.616;indoor relative humidity;31.0;%
29/01/2015;22:33:57.036;indoor temperature;19.8;°C
29/01/2015;22:34:02.636;volatile organic compounds;0.0;ppm
29/01/2015;22:34:08.566;carbon dioxide;390;ppm
29/01/2015;22:34:52.838;indoor relative humidity;31.0;%
29/01/2015;22:35:53.220;indoor relative humidity;31.0;%
29/01/2015;22:36:52.523;indoor relative humidity;31.0;%
29/01/2015;22:36:56.313;indoor temperature;19.7;°C
29/01/2015;22:37:02.043;volatile organic compounds;0.0;ppm
29/01/2015;22:37:07.454;carbon dioxide;390;ppm
29/01/2015;22:37:52.225;indoor relative humidity;31.0;%
29/01/2015;22:38:52.328;indoor relative humidity;31.0;%
29/01/2015;22:39:52.510;indoor relative humidity;31.0;%
29/01/2015;22:39:57.550;indoor temperature;19.7;°C
29/01/2015;22:40:01.560;volatile organic compounds;0.0;ppm
29/01/2015;22:40:05.961;carbon dioxide;390;ppm
29/01/2015;22:40:51.122;indoor relative humidity;31.0;%
29/01/2015;22:41:51.126;indoor relative humidity;31.0;%
29/01/2015;22:42:51.708;indoor relative humidity;31.0;%
29/01/2015;22:42:56.928;indoor temperature;19.7;°C
29/01/2015;22:43:02.838;volatile organic compounds;0.0;ppm
29/01/2015;22:43:08.349;carbon dioxide;390;ppm
29/01/2015;22:43:52.400;indoor relative humidity;31.0;%
29/01/2015;22:44:52.634;indoor relative humidity;31.0;%
29/01/2015;22:45:51.536;indoor relative humidity;31.0;%
29/01/2015;22:45:57.416;indoor temperature;19.7;°C
29/01/2015;22:46:01.437;volatile organic compounds;0.0;ppm
29/01/2015;22:46:08.447;carbon dioxide;390;ppm
29/01/2015;22:46:51.919;indoor relative humidity;31.0;%
