date;time;type;value;unit
01/02/2015;10:01:04.115;indoor relative humidity;29.0;%
01/02/2015;10:01:09.535;indoor temperature;19.0;°C
01/02/2015;10:01:15.165;volatile organic compounds;0.0;ppm
01/02/2015;10:01:21.145;carbon dioxide;390;ppm
01/02/2015;10:02:04.327;indoor relative humidity;29.0;%
01/02/2015;10:03:05.719;indoor relative humidity;29.0;%
01/02/2015;10:04:04.012;indoor relative humidity;29.0;%
01/02/2015;10:04:09.252;indoor temperature;19.0;°C
01/02/2015;10:04:15.152;volatile organic compounds;0.0;ppm
01/02/2015;10:04:18.862;carbon dioxide;390;ppm
01/02/2015;10:05:05.624;indoor relative humidity;29.0;%
01/02/2015;10:06:03.126;indoor relative humidity;29.0;%
01/02/2015;10:07:04.929;indoor relative humidity;29.0;%
01/02/2015;10:07:09.149;indoor temperature;19.0;°C
01/02/2015;10:07:14.449;volatile organic compounds;0.0;ppm
01/02/2015;10:07:20.369;carbon dioxide;390;ppm
01/02/2015;10:08:06.021;indoor relative humidity;29.0;%
01/02/2015;10:09:04.923;indoor relative humidity;29.0;%
01/02/2015;10:10:03.236;indoor relative humidity;29.0;%
01/02/2015;10:10:08.626;indoor temperature;19.1;°C
01/02/2015;10:10:14.636;volatile organic compounds;0.0;ppm
01/02/2015;10:10:20.266;carbon dioxide;390;ppm
01/02/2015;10:11:04.939;indoor relative humidity;29.0;%
01/02/2015;10:12:04.521;indoor relative humidity;29.0;%
01/02/2015;10:13:05.634;indoor relative humidity;29.0;%
01/02/2015;10:13:09.634;indoor temperature;19.0;°C
01/02/2015;10:13:15.054;volatile organic compounds;0.0;ppm
01/02/2015;10:13:20.554;carbon dioxide;390;ppm
01/02/2015;10:14:03.226;indoor relative humidity;29.0;%
01/02/2015;10:15:05.739;indoor relative humidity;29.0;%
01/02/2015;10:16:03.221;indoor relative humidity;29.0;%
01/02/2015;10:16:08.431;indoor temperature;19.1;°C
01/02/2015;10:16:13.761;volatile organic compounds;0.0;ppm
01/02/2015;10:16:19.651;carbon dioxide;390;ppm
01/02/2015;10:17:04.713;indoor relative humidity;29.0;%
01/02/2015;10:18:03.646;indoor relative humidity;29.0;%
01/02/2015;10:19:06.028;indoor relative humidity;29.0;%
01/02/2015;10:19:09.948;indoor temperature;19.0;°C
01/02/2015;10:19:15.939;volatile organic compounds;0.0;ppm
01/02/2015;10:19:18.269;carbon dioxide;390;ppm
01/02/2015;10:20:04.741;indoor relative humidity;29.0;%
01/02/2015;10:21:05.823;indoor relative humidity;29.0;%
01/02/2015;10:22:04.435;indoor relative humidity;29.0;%
01/02/2015;10:22:10.035;indoor temperature;19.0;°C
01/02/2015;10:22:15.147;volatile organic compounds;0.0;ppm
01/02/2015;10:22:20.957;carbon dioxide;390;ppm
01/02/2015;10:23:04.229;indoor relative humidity;29.0;%
01/02/2015;10:24:03.231;indoor relative humidity;29.0;%
01/02/2015;10:25:03.524;indoor relative humidity;29.0;%
01/02/2015;10:25:08.644;indoor temperature;19.0;°C
01/02/2015;10:25:14.444;volatile organic compounds;0.0;ppm
01/02/2015;10:25:21.264;carbon dioxide;390;ppm
01/02/2015;10:26:05.836;indoor relative humidity;29.0;%
01/02/2015;10:27:03.838;indoor relative humidity;29.0;%
01/02/2015;10:28:05.422;indoor relative humidity;29.0;%
01/02/2015;10:28:11.232;indoor temperature;19.0;°C
01/02/2015;10:28:13.572;volatile organic compounds;0.0;ppm
01/02/2015;10:28:18.942;carbon dioxide;390;ppm
01/02/2015;10:29:03.834;indoor relative humidity;29.0;%
01/02/2015;10:30:05.616;indoor relative humidity;29.0;%
01/02/2015;10:31:04.448;indoor relative humidity;29.0;%
01/02/2015;10:31:08.159;indoor temperature;19.0;°C
01/02/2015;10:31:13.459;volatile organic compounds;0.0;ppm
01/02/2015;10:31:19.259;carbon dioxide;390;ppm
01/02/2015;10:32:05.331;indoor relative humidity;29.0;%
01/02/2015;10:33:04.433;indoor relative humidity;29.0;%
01/02/2015;10:34:03.536;indoor relative humidity;29.0;%
01/02/2015;10:34:08.837;indoor temperature;18.9;°C
01/02/2015;10:34:14.677;volatile organic compounds;0.0;ppm
01/02/2015;10:34:18.467;carbon dioxide;390;ppm
01/02/2015;10:35:03.639;indoor relative humidity;29.0;%
01/02/2015;10:36:06.122;indoor relative humidity;29.0;%
01/02/2015;10:37:05.824;indoor relative humidity;29.0;%
01/02/2015;10:37:08.334;indoor temperature;18.9;°C
01/02/2015;10:37:13.664;volatile organic compounds;0.0;ppm
01/02/2015;10:37:19.764;carbon dioxide;390;ppm
01/02/2015;10:38:03.236;indoor relative humidity;29.0;%
01/02/2015;10:39:04.018;indoor relative humidity;29.0;%
01/02/2015;10:40:03.751;indoor relative humidity;29.0;%
01/02/2015;10:40:09.141;indoor temperature;18.9;°C
01/02/2015;10:40:15.151;volatile organic compounds;0.0;ppm
01/02/2015;10:40:18.861;carbon dioxide;390;ppm
01/02/2015;10:41:05.244;indoor relative humidity;29.0;%
01/02/2015;10:42:03.146;indoor relative humidity;29.0;%
01/02/2015;10:43:04.629;indoor relative humidity;29.0;%
01/02/2015;10:43:10.639;indoor temperature;18.9;°C
01/02/2015;10:43:14.369;volatile organic compounds;0.0;ppm
01/02/2015;10:43:19.660;carbon dioxide;390;ppm
01/02/2015;10:44:06.042;indoor relative humidity;29.0;%
01/02/2015;10:45:05.465;indoor relative humidity;29.0;%
01/02/2015;10:46:05.048;indoor relative humidity;29.0;%
01/02/2015;10:46:10.338;indoor temperature;18.9;°C
01/02/2015;10:46:14.158;volatile organic compounds;0.0;ppm
01/02/2015;10:46:18.358;carbon dioxide;390;ppm
01/02/2015;10:47:04.840;indoor relative humidity;29.0;%
01/02/2015;10:48:03.243;indoor relative humidity;29.0;%
01/02/2015;10:49:05.535;indoor relative humidity;29.0;%
01/02/2015;10:49:10.755;indoor temperature;19.0;°C
01/02/2015;10:49:13.445;volatile organic compounds;0.0;ppm
01/02/2015;10:49:20.486;carbon dioxide;390;ppm
01/02/2015;10:50:03.227;indoor relative humidity;29.0;%
01/02/2015;10:51:05.340;indoor relative humidity;29.0;%
01/02/2015;10:52:04.132;indoor relative humidity;29.0;%
01/02/2015;10:52:10.032;indoor temperature;19.0;°C
01/02/2015;10:52:14.053;volatile organic compounds;0.0;ppm
01/02/2015;10:52:19.693;carbon dioxide;390;ppm
01/02/2015;10:53:03.145;indoor relative humidity;29.0;%
01/02/2015;10:54:04.447;indoor relative humidity;29.0;%
01/02/2015;10:55:04.230;indoor relative humidity;29.0;%
01/02/2015;10:55:09.560;indoor temperature;19.0;°C
01/02/2015;10:55:15.360;volatile organic compounds;0.0;ppm
01/02/2015;10:55:19.070;carbon dioxide;390;ppm
01/02/2015;10:56:04.732;indoor relative humidity;29.0;%
01/02/2015;10:57:03.824;indoor relative humidity;29.0;%
01/02/2015;10:58:03.238;indoor relative humidity;29.0;%
01/02/2015;10:58:08.948;indoor temperature;19.0;°C
01/02/2015;10:58:15.758;volatile organic compounds;0.0;ppm
01/02/2015;10:58:21.158;carbon dioxide;390;ppm
01/02/2015;10:59:04.040;indoor relative humidity;29.0;%
01/02/2015;11:00:03.232;indoor relative humidity;29.0;%
01/02/2015;11:01:05.345;indoor relative humidity;29.0;%
01/02/2015;11:01:10.855;indoor temperature;18.8;°C
01/02/2015;11:01:13.365;volatile organic compounds;0.0;ppm
01/02/2015;11:01:20.965;carbon dioxide;390;ppm
01/02/2015;11:02:03.437;indoor relative humidity;29.0;%
01/02/2015;11:03:03.940;indoor relative humidity;29.0;%
01/02/2015;11:04:05.332;indoor relative humidity;29.0;%
01/02/2015;11:04:10.153;indoor temperature;18.9;°C
01/02/2015;11:04:14.063;volatile organic compounds;0.0;ppm
01/02/2015;11:04:18.983;carbon dioxide;390;ppm
01/02/2015;11:05:03.145;indoor relative humidity;29.0;%
01/02/2015;11:06:05.747;indoor relative humidity;29.0;%
01/02/2015;11:07:03.129;indoor relative humidity;29.0;%
01/02/2015;11:07:08.759;indoor temperature;18.8;°C
01/02/2015;11:07:14.049;volatile organic compounds;0.0;ppm
01/02/2015;11:07:19.970;carbon dioxide;390;ppm
01/02/2015;11:08:05.542;indoor relative humidity;29.0;%
01/02/2015;11:09:03.155;indoor relative humidity;29.0;%
01/02/2015;11:10:05.748;indoor relative humidity;29.0;%
01/02/2015;11:10:11.248;indoor temperature;18.8;°C
01/02/2015;11:10:14.279;volatile organic compounds;0.0;ppm
01/02/2015;11:10:19.779;carbon dioxide;390;ppm
01/02/2015;11:11:05.951;indoor relative humidity;29.0;%
01/02/2015;11:12:04.244;indoor relative humidity;29.0;%
01/02/2015;11:13:04.946;indoor relative humidity;29.0;%
01/02/2015;11:13:10.856;indoor temperature;18.7;°C
01/02/2015;11:13:14.676;volatile organic compounds;0.0;ppm
01/02/2015;11:13:20.067;carbon dioxide;390;ppm
01/02/2015;11:14:05.758;indoor relative humidity;29.0;%
01/02/2015;11:15:05.541;indoor relative humidity;29.0;%
01/02/2015;11:16:04.763;indoor relative humidity;29.0;%
01/02/2015;11:16:08.343;indoor temperature;18.8;°C
01/02/2015;11:16:13.863;volatile organic compounds;0.0;ppm
01/02/2015;11:16:19.654;carbon dioxide;390;ppm
01/02/2015;11:17:05.535;indoor relative humidity;29.0;%
01/02/2015;11:18:04.318;indoor relative humidity;29.0;%
01/02/2015;11:19:05.730;indoor relative humidity;29.0;%
01/02/2015;11:19:11.270;indoor temperature;18.7;°C
01/02/2015;11:19:14.160;volatile organic compounds;0.0;ppm
01/02/2015;11:19:19.761;carbon dioxide;390;ppm
01/02/2015;11:20:06.142;indoor relative humidity;29.0;%
01/02/2015;11:21:05.235;indoor relative humidity;29.0;%
01/02/2015;11:22:05.449;indoor relative humidity;29.0;%
01/02/2015;11:22:10.779;indoor temperature;18.8;°C
01/02/2015;11:22:15.669;volatile organic compounds;0.0;ppm
01/02/2015;11:22:19.089;carbon dioxide;390;ppm
01/02/2015;11:23:05.441;indoor relative humidity;29.0;%
01/02/2015;11:24:05.253;indoor relative humidity;29.0;%
01/02/2015;11:25:04.436;indoor relative humidity;29.0;%
01/02/2015;11:25:09.556;indoor temperature;18.8;°C
01/02/2015;11:25:15.366;volatile organic compounds;0.0;ppm
01/02/2015;11:25:18.976;carbon dioxide;390;ppm
01/02/2015;11:26:04.248;indoor relative humidity;29.0;%
01/02/2015;11:27:06.240;indoor relative humidity;29.0;%
01/02/2015;11:28:06.603;indoor relative humidity;29.0;%
01/02/2015;11:28:11.513;indoor temperature;18.8;°C
01/02/2015;11:28:16.723;volatile organic compounds;0.0;ppm
01/02/2015;11:28:21.744;carbon dioxide;390;ppm
01/02/2015;11:29:05.305;indoor relative humidity;29.0;%
01/02/2015;11:30:04.708;indoor relative humidity;29.0;%
01/02/2015;11:31:05.420;indoor relative humidity;29.0;%
01/02/2015;11:31:10.420;indoor temperature;18.9;°C
01/02/2015;11:31:15.830;volatile organic compounds;0.0;ppm
01/02/2015;11:31:21.731;carbon dioxide;390;ppm
01/02/2015;11:32:07.003;indoor relative humidity;29.0;%
01/02/2015;11:33:06.995;indoor relative humidity;29.0;%
01/02/2015;11:34:05.399;indoor relative humidity;29.0;%
01/02/2015;11:34:10.819;indoor temperature;18.8;°C
01/02/2015;11:34:15.049;volatile organic compounds;0.0;ppm
01/02/2015;11:34:20.419;carbon dioxide;390;ppm
01/02/2015;11:35:06.721;indoor relative humidity;29.0;%
01/02/2015;11:36:05.603;indoor relative humidity;29.0;%
01/02/2015;11:37:06.006;indoor relative humidity;29.0;%
01/02/2015;11:37:12.116;indoor temperature;18.8;°C
01/02/2015;11:37:14.546;volatile organic compounds;0.0;ppm
01/02/2015;11:37:20.536;carbon dioxide;390;ppm
01/02/2015;11:38:04.898;indoor relative humidity;29.0;%
01/02/2015;11:39:05.521;indoor relative humidity;29.0;%
01/02/2015;11:40:04.413;indoor relative humidity;29.0;%
01/02/2015;11:40:11.114;indoor temperature;18.8;°C
01/02/2015;11:40:16.824;volatile organic compounds;0.0;ppm
01/02/2015;11:40:22.134;carbon dioxide;390;ppm
01/02/2015;11:41:07.386;indoor relative humidity;29.0;%
01/02/2015;11:42:04.728;indoor relative humidity;29.0;%
01/02/2015;11:43:06.219;indoor relative humidity;29.0;%
01/02/2015;11:43:10.420;indoor temperature;18.9;°C
01/02/2015;11:43:15.730;volatile organic compounds;0.0;ppm
01/02/2015;11:43:21.140;carbon dioxide;390;ppm
01/02/2015;11:44:04.412;indoor relative humidity;29.0;%
01/02/2015;11:45:05.604;indoor relative humidity;29.0;%
01/02/2015;11:46:07.118;indoor relative humidity;29.0;%
01/02/2015;11:46:10.918;indoor temperature;18.8;°C
01/02/2015;11:46:16.419;volatile organic compounds;0.0;ppm
01/02/2015;11:46:22.339;carbon dioxide;390;ppm
01/02/2015;11:47:05.410;indoor relative humidity;29.0;%
01/02/2015;11:48:06.003;indoor relative humidity;29.0;%
01/02/2015;11:49:06.925;indoor relative humidity;29.0;%
01/02/2015;11:49:12.325;indoor temperature;18.8;°C
01/02/2015;11:49:15.036;volatile organic compounds;0.0;ppm
01/02/2015;11:49:20.236;carbon dioxide;390;ppm
01/02/2015;11:50:06.747;indoor relative humidity;29.0;%
01/02/2015;11:51:07.220;indoor relative humidity;29.0;%
01/02/2015;11:52:05.422;indoor relative humidity;29.0;%
01/02/2015;11:52:11.222;indoor temperature;18.9;°C
01/02/2015;11:52:15.032;volatile organic compounds;0.0;ppm
01/02/2015;11:52:20.843;carbon dioxide;390;ppm
01/02/2015;11:53:06.604;indoor relative humidity;29.0;%
01/02/2015;11:54:05.907;indoor relative humidity;29.0;%
01/02/2015;11:55:05.229;indoor relative humidity;29.0;%
01/02/2015;11:55:10.519;indoor temperature;18.8;°C
01/02/2015;11:55:16.439;volatile organic compounds;0.0;ppm
01/02/2015;11:55:21.940;carbon dioxide;390;ppm
01/02/2015;11:56:05.811;indoor relative humidity;29.0;%
01/02/2015;11:57:06.614;indoor relative humidity;29.0;%
01/02/2015;11:58:05.727;indoor relative humidity;29.0;%
01/02/2015;11:58:11.527;indoor temperature;18.8;°C
01/02/2015;11:58:16.957;volatile organic compounds;0.0;ppm
01/02/2015;11:58:22.548;carbon dioxide;390;ppm
01/02/2015;11:59:04.529;indoor relative humidity;29.0;%
01/02/2015;12:00:05.922;indoor relative humidity;29.0;%
01/02/2015;12:01:04.815;indoor relative humidity;29.0;%
01/02/2015;12:01:10.215;indoor temperature;18.8;°C
01/02/2015;12:01:15.645;volatile organic compounds;0.0;ppm
01/02/2015;12:01:19.645;carbon dioxide;390;ppm
01/02/2015;12:02:05.117;indoor relative humidity;29.0;%
01/02/2015;12:03:04.899;indoor relative humidity;29.0;%
01/02/2015;12:04:04.502;indoor relative humidity;29.0;%
01/02/2015;12:04:09.742;indoor temperature;18.8;°C
01/02/2015;12:04:15.542;volatile organic compounds;0.0;ppm
01/02/2015;12:04:21.052;carbon dioxide;390;ppm
01/02/2015;12:05:05.004;indoor relative humidity;29.0;%
01/02/2015;12:06:06.307;indoor relative humidity;29.0;%
01/02/2015;12:07:06.219;indoor relative humidity;29.0;%
01/02/2015;12:07:11.930;indoor temperature;18.8;°C
01/02/2015;12:07:15.740;volatile organic compounds;0.0;ppm
01/02/2015;12:07:21.750;carbon dioxide;390;ppm
01/02/2015;12:08:04.492;indoor relative humidity;29.0;%
01/02/2015;12:09:04.824;indoor relative humidity;29.0;%
01/02/2015;12:10:06.218;indoor relative humidity;29.0;%
01/02/2015;12:10:09.838;indoor temperature;18.7;°C
01/02/2015;12:10:15.528;volatile organic compounds;0.0;ppm
01/02/2015;12:10:20.728;carbon dioxide;390;ppm
01/02/2015;12:11:06.420;indoor relative humidity;29.0;%
01/02/2015;12:12:07.013;indoor relative humidity;29.0;%
01/02/2015;12:13:05.195;indoor relative humidity;29.0;%
01/02/2015;12:13:12.535;indoor temperature;18.6;°C
01/02/2015;12:13:14.925;volatile organic compounds;0.0;ppm
01/02/2015;12:13:22.056;carbon dioxide;390;ppm
01/02/2015;12:14:07.518;indoor relative humidity;29.0;%
01/02/2015;12:15:05.510;indoor relative humidity;29.0;%
01/02/2015;12:16:06.223;indoor relative humidity;29.0;%
01/02/2015;12:16:11.433;indoor temperature;18.6;°C
01/02/2015;12:16:16.734;volatile organic compounds;0.0;ppm
01/02/2015;12:16:22.554;carbon dioxide;390;ppm
01/02/2015;12:17:05.006;indoor relative humidity;29.0;%
01/02/2015;12:18:05.208;indoor relative humidity;29.0;%
01/02/2015;12:19:05.630;indoor relative humidity;29.0;%
01/02/2015;12:19:11.130;indoor temperature;18.7;°C
01/02/2015;12:19:15.431;volatile organic compounds;0.0;ppm
01/02/2015;12:19:22.261;carbon dioxide;390;ppm
01/02/2015;12:20:05.212;indoor relative humidity;29.0;%
01/02/2015;12:21:05.926;indoor relative humidity;29.0;%
01/02/2015;12:22:05.818;indoor relative humidity;29.0;%
01/02/2015;12:22:11.418;indoor temperature;18.8;°C
01/02/2015;12:22:16.748;volatile organic compounds;0.0;ppm
01/02/2015;12:22:19.438;carbon dioxide;390;ppm
01/02/2015;12:23:05.330;indoor relative humidity;29.0;%
01/02/2015;12:24:04.632;indoor relative humidity;29.0;%
01/02/2015;12:25:07.305;indoor relative humidity;29.0;%
01/02/2015;12:25:10.125;indoor temperature;18.8;°C
01/02/2015;12:25:15.335;volatile organic compounds;0.0;ppm
01/02/2015;12:25:22.155;carbon dioxide;390;ppm
01/02/2015;12:26:05.927;indoor relative humidity;29.0;%
01/02/2015;12:27:06.119;indoor relative humidity;29.0;%
01/02/2015;12:28:05.433;indoor relative humidity;29.0;%
01/02/2015;12:28:11.323;indoor temperature;18.7;°C
01/02/2015;12:28:16.823;volatile organic compounds;0.0;ppm
01/02/2015;12:28:20.843;carbon dioxide;390;ppm
01/02/2015;12:29:05.325;indoor relative humidity;29.0;%
01/02/2015;12:30:04.507;indoor relative humidity;29.0;%
01/02/2015;12:31:07.440;indoor relative humidity;29.0;%
01/02/2015;12:31:09.520;indoor temperature;18.7;°C
01/02/2015;12:31:14.860;volatile organic compounds;0.0;ppm
01/02/2015;12:31:20.650;carbon dioxide;390;ppm
01/02/2015;12:32:07.022;indoor relative humidity;29.0;%
01/02/2015;12:33:07.225;indoor relative humidity;29.0;%
01/02/2015;12:34:05.338;indoor relative humidity;29.0;%
01/02/2015;12:34:10.408;indoor temperature;18.7;°C
01/02/2015;12:34:16.448;volatile organic compounds;0.0;ppm
01/02/2015;12:34:20.058;carbon dioxide;390;ppm
01/02/2015;12:35:04.420;indoor relative humidity;29.0;%
01/02/2015;12:36:07.112;indoor relative humidity;29.0;%
01/02/2015;12:37:04.735;indoor relative humidity;29.0;%
01/02/2015;12:37:10.635;indoor temperature;18.7;°C
01/02/2015;12:37:16.045;volatile organic compounds;0.0;ppm
01/02/2015;12:37:22.056;carbon dioxide;390;ppm
01/02/2015;12:38:04.609;indoor relative humidity;29.0;%
01/02/2015;12:39:04.932;indoor relative humidity;29.0;%
01/02/2015;12:40:06.115;indoor relative humidity;29.0;%
01/02/2015;12:40:11.435;indoor temperature;18.8;°C
01/02/2015;12:40:17.345;volatile organic compounds;0.0;ppm
01/02/2015;12:40:21.165;carbon dioxide;390;ppm
01/02/2015;12:41:06.917;indoor relative humidity;29.0;%
01/02/2015;12:42:06.220;indoor relative humidity;29.0;%
01/02/2015;12:43:05.132;indoor relative humidity;29.0;%
01/02/2015;12:43:12.353;indoor temperature;18.5;°C
01/02/2015;12:43:14.653;volatile organic compounds;0.0;ppm
01/02/2015;12:43:20.063;carbon dioxide;390;ppm
01/02/2015;12:44:06.115;indoor relative humidity;29.0;%
01/02/2015;12:45:05.628;indoor relative humidity;29.0;%
01/02/2015;12:46:07.411;indoor relative humidity;29.0;%
01/02/2015;12:46:12.441;indoor temperature;18.6;°C
01/02/2015;12:46:16.541;volatile organic compounds;0.0;ppm
01/02/2015;12:46:20.151;carbon dioxide;390;ppm
01/02/2015;12:47:07.523;indoor relative humidity;29.0;%
01/02/2015;12:48:06.635;indoor relative humidity;29.0;%
01/02/2015;12:49:05.138;indoor relative humidity;29.0;%
01/02/2015;12:49:10.338;indoor temperature;18.6;°C
01/02/2015;12:49:16.238;volatile organic compounds;0.0;ppm
01/02/2015;12:49:21.648;carbon dioxide;390;ppm
01/02/2015;12:50:05.540;indoor relative humidity;29.0;%
01/02/2015;12:51:06.333;indoor relative humidity;29.0;%
01/02/2015;12:52:05.426;indoor relative humidity;29.0;%
01/02/2015;12:52:12.546;indoor temperature;18.7;°C
01/02/2015;12:52:14.636;volatile organic compounds;0.0;ppm
01/02/2015;12:52:20.656;carbon dioxide;390;ppm
01/02/2015;12:53:06.308;indoor relative humidity;29.0;%
01/02/2015;12:54:06.541;indoor relative humidity;29.0;%
01/02/2015;12:55:05.043;indoor relative humidity;29.0;%
01/02/2015;12:55:10.443;indoor temperature;18.6;°C
01/02/2015;12:55:16.254;volatile organic compounds;0.0;ppm
01/02/2015;12:55:21.674;carbon dioxide;390;ppm
01/02/2015;12:56:06.436;indoor relative humidity;29.0;%
01/02/2015;12:57:06.409;indoor relative humidity;29.0;%
01/02/2015;12:58:05.331;indoor relative humidity;29.0;%
01/02/2015;12:58:11.731;indoor temperature;18.7;°C
01/02/2015;12:58:16.252;volatile organic compounds;0.0;ppm
01/02/2015;12:58:21.552;carbon dioxide;390;ppm
01/02/2015;12:59:04.713;indoor relative humidity;29.0;%
01/02/2015;13:00:07.516;indoor relative humidity;29.0;%
01/02/2015;13:01:06.928;indoor relative humidity;29.0;%
01/02/2015;13:01:12.218;indoor temperature;18.5;°C
01/02/2015;13:01:17.548;volatile organic compounds;0.0;ppm
01/02/2015;13:01:21.869;carbon dioxide;390;ppm
01/02/2015;13:02:06.820;indoor relative humidity;29.0;%
01/02/2015;13:03:06.123;indoor relative humidity;29.0;%
01/02/2015;13:04:07.245;indoor relative humidity;29.0;%
01/02/2015;13:04:09.555;indoor temperature;18.7;°C
01/02/2015;13:04:15.435;volatile organic compounds;0.0;ppm
01/02/2015;13:04:21.065;carbon dioxide;390;ppm
01/02/2015;13:05:06.537;indoor relative humidity;29.0;%
01/02/2015;13:06:06.230;indoor relative humidity;29.0;%
01/02/2015;13:07:07.232;indoor relative humidity;29.0;%
01/02/2015;13:07:09.843;indoor temperature;18.6;°C
01/02/2015;13:07:15.163;volatile organic compounds;0.0;ppm
01/02/2015;13:07:21.054;carbon dioxide;390;ppm
01/02/2015;13:08:04.436;indoor relative humidity;29.0;%
01/02/2015;13:09:07.359;indoor relative humidity;29.0;%
01/02/2015;13:10:04.531;indoor relative humidity;29.0;%
01/02/2015;13:10:11.442;indoor temperature;18.6;°C
01/02/2015;13:10:16.652;volatile organic compounds;0.0;ppm
01/02/2015;13:10:22.482;carbon dioxide;390;ppm
01/02/2015;13:11:04.934;indoor relative humidity;29.0;%
01/02/2015;13:12:06.746;indoor relative humidity;29.0;%
01/02/2015;13:13:07.038;indoor relative humidity;29.0;%
01/02/2015;13:13:09.759;indoor temperature;18.6;°C
01/02/2015;13:13:14.749;volatile organic compounds;0.0;ppm
01/02/2015;13:13:19.659;carbon dioxide;390;ppm
01/02/2015;13:14:06.631;indoor relative humidity;29.0;%
01/02/2015;13:15:04.423;indoor relative humidity;29.0;%
01/02/2015;13:16:04.836;indoor relative humidity;29.0;%
01/02/2015;13:16:11.456;indoor temperature;18.5;°C
01/02/2015;13:16:16.866;volatile organic compounds;0.0;ppm
01/02/2015;13:16:19.566;carbon dioxide;390;ppm
01/02/2015;13:17:04.738;indoor relative humidity;29.0;%
01/02/2015;13:18:05.530;indoor relative humidity;29.0;%
01/02/2015;13:19:07.043;indoor relative humidity;29.0;%
01/02/2015;13:19:12.463;indoor temperature;18.5;°C
01/02/2015;13:19:15.153;volatile organic compounds;0.0;ppm
01/02/2015;13:19:22.063;carbon dioxide;390;ppm
01/02/2015;13:20:05.145;indoor relative humidity;29.0;%
01/02/2015;13:21:06.540;indoor relative humidity;29.0;%
01/02/2015;13:22:05.632;indoor relative humidity;29.0;%
01/02/2015;13:22:11.472;indoor temperature;18.6;°C
01/02/2015;13:22:15.262;volatile organic compounds;0.0;ppm
01/02/2015;13:22:21.282;carbon dioxide;390;ppm
01/02/2015;13:23:04.554;indoor relative humidity;29.0;%
01/02/2015;13:24:05.037;indoor relative humidity;29.0;%
01/02/2015;13:25:06.029;indoor relative humidity;29.0;%
01/02/2015;13:25:10.869;indoor temperature;18.5;°C
01/02/2015;13:25:16.269;volatile organic compounds;0.0;ppm
01/02/2015;13:25:21.180;carbon dioxide;390;ppm
01/02/2015;13:26:06.741;indoor relative humidity;29.0;%
01/02/2015;13:27:05.664;indoor relative humidity;29.0;%
01/02/2015;13:28:06.246;indoor relative humidity;29.0;%
01/02/2015;13:28:10.557;indoor temperature;18.4;°C
01/02/2015;13:28:15.967;volatile organic compounds;0.0;ppm
01/02/2015;13:28:19.887;carbon dioxide;390;ppm
01/02/2015;13:29:05.539;indoor relative humidity;29.0;%
01/02/2015;13:30:07.441;indoor relative humidity;29.0;%
01/02/2015;13:31:07.044;indoor relative humidity;29.0;%
01/02/2015;13:31:12.374;indoor temperature;18.6;°C
01/02/2015;13:31:14.674;volatile organic compounds;0.0;ppm
01/02/2015;13:31:22.094;carbon dioxide;390;ppm
01/02/2015;13:32:07.356;indoor relative humidity;29.0;%
01/02/2015;13:33:07.340;indoor relative humidity;29.0;%
01/02/2015;13:34:06.642;indoor relative humidity;29.0;%
01/02/2015;13:34:11.972;indoor temperature;18.4;°C
01/02/2015;13:34:16.162;volatile organic compounds;0.0;ppm
01/02/2015;13:34:21.483;carbon dioxide;390;ppm
01/02/2015;13:35:06.235;indoor relative humidity;29.0;%
01/02/2015;13:36:06.557;indoor relative humidity;29.0;%
01/02/2015;13:37:06.550;indoor relative humidity;29.0;%
01/02/2015;13:37:12.470;indoor temperature;18.5;°C
01/02/2015;13:37:14.770;volatile organic compounds;0.0;ppm
01/02/2015;13:37:20.190;carbon dioxide;390;ppm
01/02/2015;13:38:05.162;indoor relative humidity;29.0;%
01/02/2015;13:39:04.544;indoor relative humidity;29.0;%
01/02/2015;13:40:07.447;indoor relative humidity;29.0;%
01/02/2015;13:40:09.567;indoor temperature;18.5;°C
01/02/2015;13:40:14.687;volatile organic compounds;0.0;ppm
01/02/2015;13:40:22.577;carbon dioxide;390;ppm
01/02/2015;13:41:07.549;indoor relative humidity;29.0;%
01/02/2015;13:42:05.951;indoor relative humidity;29.0;%
01/02/2015;13:43:04.943;indoor relative humidity;29.0;%
01/02/2015;13:43:12.274;indoor temperature;18.5;°C
01/02/2015;13:43:17.574;volatile organic compounds;0.0;ppm
01/02/2015;13:43:19.874;carbon dioxide;390;ppm
01/02/2015;13:44:06.836;indoor relative humidity;28.0;%
01/02/2015;13:45:05.659;indoor relative humidity;28.0;%
01/02/2015;13:46:07.461;indoor relative humidity;28.0;%
01/02/2015;13:46:09.761;indoor temperature;18.6;°C
01/02/2015;13:46:15.282;volatile organic compounds;0.0;ppm
01/02/2015;13:46:19.582;carbon dioxide;390;ppm
01/02/2015;13:47:05.053;indoor relative humidity;28.0;%
01/02/2015;13:48:07.146;indoor relative humidity;28.0;%
01/02/2015;13:49:05.939;indoor relative humidity;28.0;%
01/02/2015;13:49:11.359;indoor temperature;18.5;°C
01/02/2015;13:49:17.169;volatile organic compounds;0.0;ppm
01/02/2015;13:49:19.489;carbon dioxide;390;ppm
01/02/2015;13:50:06.861;indoor relative humidity;28.0;%
01/02/2015;13:51:05.453;indoor relative humidity;28.0;%
01/02/2015;13:52:07.056;indoor relative humidity;28.0;%
01/02/2015;13:52:11.566;indoor temperature;18.5;°C
01/02/2015;13:52:16.576;volatile organic compounds;0.0;ppm
01/02/2015;13:52:21.396;carbon dioxide;390;ppm
